Thu Mar 10 07:24:35 2022 | INFO  | loadConfig                               | Config loaded
Thu Mar 10 07:25:04 2022 | INFO  | theSectionHasGames                       | Directories /userdata/roms/sgb/ 
Thu Mar 10 07:25:04 2022 | INFO  | theSectionHasGames                       | Looking at /userdata/roms/sgb/
Thu Mar 10 07:25:04 2022 | INFO  | theSectionHasGames                       | Looking at (null)
Thu Mar 10 07:25:04 2022 | INFO  | theSectionHasGames                       | DirCounter is 1
Thu Mar 10 07:25:04 2022 | INFO  | theSectionHasGames                       | k is 0
Thu Mar 10 07:25:04 2022 | INFO  | theSectionHasGames                       | Directory /userdata/roms/sgb/ has 167 files
Thu Mar 10 07:25:04 2022 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Thu Mar 10 07:25:04 2022 | INFO  | drawRectangleToScreen                    | Filling
Thu Mar 10 07:25:04 2022 | INFO  | showConsole                              | Current console shown
Thu Mar 10 07:25:04 2022 | INFO  | theSectionHasGames                       | Directories /userdata/roms/virtualboy/,/userdata/Roms/VB/ 
Thu Mar 10 07:25:04 2022 | INFO  | theSectionHasGames                       | Looking at /userdata/roms/virtualboy/
Thu Mar 10 07:25:04 2022 | INFO  | theSectionHasGames                       | Looking at /userdata/Roms/VB/
Thu Mar 10 07:25:04 2022 | INFO  | theSectionHasGames                       | Looking at (null)
Thu Mar 10 07:25:04 2022 | INFO  | theSectionHasGames                       | DirCounter is 2
Thu Mar 10 07:25:04 2022 | INFO  | theSectionHasGames                       | k is 0
Thu Mar 10 07:25:04 2022 | INFO  | theSectionHasGames                       | Directory /userdata/roms/virtualboy/ has 25 files
Thu Mar 10 07:25:04 2022 | INFO  | theSectionHasGames                       | k is 1
Thu Mar 10 07:25:04 2022 | ERROR | scanDirectory                            | /userdata/Roms/VB/
Thu Mar 10 07:25:04 2022 | INFO  | theSectionHasGames                       | Directory /userdata/Roms/VB/ has 0 files
Thu Mar 10 07:25:04 2022 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Thu Mar 10 07:25:04 2022 | INFO  | drawRectangleToScreen                    | Filling
Thu Mar 10 07:25:04 2022 | INFO  | showConsole                              | Current console shown
Thu Mar 10 07:25:05 2022 | INFO  | theSectionHasGames                       | Directories /userdata/roms/sg1000/,/userdata/Roms/SEGASGONE/ 
Thu Mar 10 07:25:05 2022 | INFO  | theSectionHasGames                       | Looking at /userdata/roms/sg1000/
Thu Mar 10 07:25:05 2022 | INFO  | theSectionHasGames                       | Looking at /userdata/Roms/SEGASGONE/
Thu Mar 10 07:25:05 2022 | INFO  | theSectionHasGames                       | Looking at (null)
Thu Mar 10 07:25:05 2022 | INFO  | theSectionHasGames                       | DirCounter is 2
Thu Mar 10 07:25:05 2022 | INFO  | theSectionHasGames                       | k is 0
Thu Mar 10 07:25:05 2022 | INFO  | theSectionHasGames                       | Directory /userdata/roms/sg1000/ has 185 files
Thu Mar 10 07:25:05 2022 | INFO  | theSectionHasGames                       | k is 1
Thu Mar 10 07:25:05 2022 | ERROR | scanDirectory                            | /userdata/Roms/SEGASGONE/
Thu Mar 10 07:25:05 2022 | INFO  | theSectionHasGames                       | Directory /userdata/Roms/SEGASGONE/ has 0 files
Thu Mar 10 07:25:05 2022 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Thu Mar 10 07:25:05 2022 | INFO  | drawRectangleToScreen                    | Filling
Thu Mar 10 07:25:05 2022 | INFO  | showConsole                              | Current console shown
Thu Mar 10 07:25:05 2022 | INFO  | theSectionHasGames                       | Directories /userdata/roms/mastersystem/,/userdata/Roms/MS/ 
Thu Mar 10 07:25:05 2022 | INFO  | theSectionHasGames                       | Looking at /userdata/roms/mastersystem/
Thu Mar 10 07:25:05 2022 | INFO  | theSectionHasGames                       | Looking at /userdata/Roms/MS/
Thu Mar 10 07:25:05 2022 | INFO  | theSectionHasGames                       | Looking at (null)
Thu Mar 10 07:25:05 2022 | INFO  | theSectionHasGames                       | DirCounter is 2
Thu Mar 10 07:25:05 2022 | INFO  | theSectionHasGames                       | k is 0
Thu Mar 10 07:25:05 2022 | INFO  | theSectionHasGames                       | Directory /userdata/roms/mastersystem/ has 252 files
Thu Mar 10 07:25:05 2022 | INFO  | theSectionHasGames                       | k is 1
Thu Mar 10 07:25:05 2022 | ERROR | scanDirectory                            | /userdata/Roms/MS/
Thu Mar 10 07:25:05 2022 | INFO  | theSectionHasGames                       | Directory /userdata/Roms/MS/ has 0 files
Thu Mar 10 07:25:05 2022 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Thu Mar 10 07:25:05 2022 | INFO  | drawRectangleToScreen                    | Filling
Thu Mar 10 07:25:05 2022 | INFO  | showConsole                              | Current console shown
Thu Mar 10 07:25:06 2022 | INFO  | theSectionHasGames                       | Directories /userdata/roms/megadrive/ 
Thu Mar 10 07:25:06 2022 | INFO  | theSectionHasGames                       | Looking at /userdata/roms/megadrive/
Thu Mar 10 07:25:06 2022 | INFO  | theSectionHasGames                       | Looking at (null)
Thu Mar 10 07:25:06 2022 | INFO  | theSectionHasGames                       | DirCounter is 1
Thu Mar 10 07:25:06 2022 | INFO  | theSectionHasGames                       | k is 0
Thu Mar 10 07:25:06 2022 | INFO  | theSectionHasGames                       | Directory /userdata/roms/megadrive/ has 728 files
Thu Mar 10 07:25:06 2022 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Thu Mar 10 07:25:06 2022 | INFO  | drawRectangleToScreen                    | Filling
Thu Mar 10 07:25:06 2022 | INFO  | showConsole                              | Current console shown
Thu Mar 10 07:25:38 2022 | INFO  | Battery                                  | getBatteryLevel
Thu Mar 10 07:25:38 2022 | INFO  | Battery                                  | Battery charge: 59
Thu Mar 10 07:25:38 2022 | INFO  | Battery                                  | Battery charging: 1
Thu Mar 10 07:25:38 2022 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Thu Mar 10 07:25:38 2022 | INFO  | drawRectangleToScreen                    | Filling
Thu Mar 10 07:25:38 2022 | INFO  | showConsole                              | Current console shown
Thu Mar 10 07:26:38 2022 | INFO  | Battery                                  | getBatteryLevel
Thu Mar 10 07:26:38 2022 | INFO  | Battery                                  | Battery charge: 60
Thu Mar 10 07:26:38 2022 | INFO  | Battery                                  | Battery charging: 1
Thu Mar 10 07:26:38 2022 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Thu Mar 10 07:26:38 2022 | INFO  | drawRectangleToScreen                    | Filling
Thu Mar 10 07:26:38 2022 | INFO  | showConsole                              | Current console shown
Thu Mar 10 07:27:38 2022 | INFO  | Battery                                  | getBatteryLevel
Thu Mar 10 07:27:38 2022 | INFO  | Battery                                  | Battery charge: 61
Thu Mar 10 07:27:38 2022 | INFO  | Battery                                  | Battery charging: 1
Thu Mar 10 07:27:38 2022 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Thu Mar 10 07:27:38 2022 | INFO  | drawRectangleToScreen                    | Filling
Thu Mar 10 07:27:38 2022 | INFO  | showConsole                              | Current console shown
Thu Mar 10 07:28:38 2022 | INFO  | Battery                                  | getBatteryLevel
Thu Mar 10 07:28:38 2022 | INFO  | Battery                                  | Battery charge: 61
Thu Mar 10 07:28:38 2022 | INFO  | Battery                                  | Battery charging: 0
Thu Mar 10 07:28:38 2022 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Thu Mar 10 07:28:38 2022 | INFO  | drawRectangleToScreen                    | Filling
Thu Mar 10 07:28:38 2022 | INFO  | showConsole                              | Current console shown
Thu Mar 10 07:28:52 2022 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Thu Mar 10 07:28:52 2022 | INFO  | drawRectangleToScreen                    | Filling
Thu Mar 10 07:28:52 2022 | INFO  | showConsole                              | Current console shown
Thu Mar 10 07:28:52 2022 | INFO  | theSectionHasGames                       | Directories /userdata/roms/segacd/ 
Thu Mar 10 07:28:52 2022 | INFO  | theSectionHasGames                       | Looking at /userdata/roms/segacd/
Thu Mar 10 07:28:52 2022 | INFO  | theSectionHasGames                       | Looking at (null)
Thu Mar 10 07:28:52 2022 | INFO  | theSectionHasGames                       | DirCounter is 1
Thu Mar 10 07:28:52 2022 | INFO  | theSectionHasGames                       | k is 0
Thu Mar 10 07:28:52 2022 | INFO  | theSectionHasGames                       | Directory /userdata/roms/segacd/ has 230 files
Thu Mar 10 07:28:52 2022 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Thu Mar 10 07:28:52 2022 | INFO  | drawRectangleToScreen                    | Filling
Thu Mar 10 07:28:52 2022 | INFO  | showConsole                              | Current console shown
Thu Mar 10 07:28:53 2022 | INFO  | theSectionHasGames                       | Directories /userdata/roms/sega32x/,/userdata/roms/THIRTYTWOX/ 
Thu Mar 10 07:28:53 2022 | INFO  | theSectionHasGames                       | Looking at /userdata/roms/sega32x/
Thu Mar 10 07:28:53 2022 | INFO  | theSectionHasGames                       | Looking at /userdata/roms/THIRTYTWOX/
Thu Mar 10 07:28:53 2022 | INFO  | theSectionHasGames                       | Looking at (null)
Thu Mar 10 07:28:53 2022 | INFO  | theSectionHasGames                       | DirCounter is 2
Thu Mar 10 07:28:53 2022 | INFO  | theSectionHasGames                       | k is 0
Thu Mar 10 07:28:53 2022 | INFO  | theSectionHasGames                       | Directory /userdata/roms/sega32x/ has 115 files
Thu Mar 10 07:28:53 2022 | INFO  | theSectionHasGames                       | k is 1
Thu Mar 10 07:28:53 2022 | ERROR | scanDirectory                            | /userdata/roms/THIRTYTWOX/
Thu Mar 10 07:28:53 2022 | INFO  | theSectionHasGames                       | Directory /userdata/roms/THIRTYTWOX/ has 0 files
Thu Mar 10 07:28:53 2022 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Thu Mar 10 07:28:53 2022 | INFO  | drawRectangleToScreen                    | Filling
Thu Mar 10 07:28:53 2022 | INFO  | showConsole                              | Current console shown
Thu Mar 10 07:28:53 2022 | INFO  | theSectionHasGames                       | Directories /userdata/roms/atari2600/ 
Thu Mar 10 07:28:53 2022 | INFO  | theSectionHasGames                       | Looking at /userdata/roms/atari2600/
Thu Mar 10 07:28:53 2022 | INFO  | theSectionHasGames                       | Looking at (null)
Thu Mar 10 07:28:53 2022 | INFO  | theSectionHasGames                       | DirCounter is 1
Thu Mar 10 07:28:53 2022 | INFO  | theSectionHasGames                       | k is 0
Thu Mar 10 07:28:53 2022 | INFO  | theSectionHasGames                       | Directory /userdata/roms/atari2600/ has 265 files
Thu Mar 10 07:28:53 2022 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Thu Mar 10 07:28:53 2022 | INFO  | drawRectangleToScreen                    | Filling
Thu Mar 10 07:28:53 2022 | INFO  | showConsole                              | Current console shown
Thu Mar 10 07:28:53 2022 | INFO  | theSectionHasGames                       | Directories /userdata/roms/atari5200/,/userdata/Roms/FIFTYTWOHUNDRED/ 
Thu Mar 10 07:28:53 2022 | INFO  | theSectionHasGames                       | Looking at /userdata/roms/atari5200/
Thu Mar 10 07:28:53 2022 | INFO  | theSectionHasGames                       | Looking at /userdata/Roms/FIFTYTWOHUNDRED/
Thu Mar 10 07:28:53 2022 | INFO  | theSectionHasGames                       | Looking at (null)
Thu Mar 10 07:28:53 2022 | INFO  | theSectionHasGames                       | DirCounter is 2
Thu Mar 10 07:28:53 2022 | INFO  | theSectionHasGames                       | k is 0
Thu Mar 10 07:28:53 2022 | INFO  | theSectionHasGames                       | Directory /userdata/roms/atari5200/ has 102 files
Thu Mar 10 07:28:53 2022 | INFO  | theSectionHasGames                       | k is 1
Thu Mar 10 07:28:53 2022 | ERROR | scanDirectory                            | /userdata/Roms/FIFTYTWOHUNDRED/
Thu Mar 10 07:28:53 2022 | INFO  | theSectionHasGames                       | Directory /userdata/Roms/FIFTYTWOHUNDRED/ has 0 files
Thu Mar 10 07:28:53 2022 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Thu Mar 10 07:28:53 2022 | INFO  | drawRectangleToScreen                    | Filling
Thu Mar 10 07:28:53 2022 | INFO  | showConsole                              | Current console shown
Thu Mar 10 07:28:53 2022 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Thu Mar 10 07:28:53 2022 | INFO  | drawRectangleToScreen                    | Filling
Thu Mar 10 07:28:53 2022 | INFO  | showConsole                              | Current console shown
Thu Mar 10 07:28:54 2022 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Thu Mar 10 07:28:54 2022 | INFO  | drawRectangleToScreen                    | Filling
Thu Mar 10 07:28:54 2022 | INFO  | showConsole                              | Current console shown
Thu Mar 10 07:28:54 2022 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Thu Mar 10 07:28:54 2022 | INFO  | drawRectangleToScreen                    | Filling
Thu Mar 10 07:28:54 2022 | INFO  | showConsole                              | Current console shown
Thu Mar 10 07:28:54 2022 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Thu Mar 10 07:28:54 2022 | INFO  | drawRectangleToScreen                    | Filling
Thu Mar 10 07:28:54 2022 | INFO  | showConsole                              | Current console shown
Thu Mar 10 07:28:54 2022 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Thu Mar 10 07:28:54 2022 | INFO  | drawRectangleToScreen                    | Filling
Thu Mar 10 07:28:54 2022 | INFO  | showConsole                              | Current console shown
Thu Mar 10 07:28:55 2022 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Thu Mar 10 07:28:55 2022 | INFO  | drawRectangleToScreen                    | Filling
Thu Mar 10 07:28:55 2022 | INFO  | showConsole                              | Current console shown
Thu Mar 10 07:28:55 2022 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Thu Mar 10 07:28:55 2022 | INFO  | drawRectangleToScreen                    | Filling
Thu Mar 10 07:28:55 2022 | INFO  | showConsole                              | Current console shown
Thu Mar 10 07:28:55 2022 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Thu Mar 10 07:28:55 2022 | INFO  | drawRectangleToScreen                    | Filling
Thu Mar 10 07:28:55 2022 | INFO  | showConsole                              | Current console shown
Thu Mar 10 07:28:55 2022 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Thu Mar 10 07:28:55 2022 | INFO  | drawRectangleToScreen                    | Filling
Thu Mar 10 07:28:55 2022 | INFO  | showConsole                              | Current console shown
Thu Mar 10 07:28:55 2022 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Thu Mar 10 07:28:55 2022 | INFO  | drawRectangleToScreen                    | Filling
Thu Mar 10 07:28:55 2022 | INFO  | showConsole                              | Current console shown
Thu Mar 10 07:28:56 2022 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Thu Mar 10 07:28:56 2022 | INFO  | drawRectangleToScreen                    | Filling
Thu Mar 10 07:28:56 2022 | INFO  | showConsole                              | Current console shown
Thu Mar 10 07:28:56 2022 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Thu Mar 10 07:28:56 2022 | INFO  | drawRectangleToScreen                    | Filling
Thu Mar 10 07:28:56 2022 | INFO  | showConsole                              | Current console shown
Thu Mar 10 07:28:56 2022 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Thu Mar 10 07:28:56 2022 | INFO  | drawRectangleToScreen                    | Filling
Thu Mar 10 07:28:56 2022 | INFO  | showConsole                              | Current console shown
Thu Mar 10 07:28:56 2022 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {50,50,50}
Thu Mar 10 07:28:56 2022 | INFO  | drawRectangleToScreen                    | Filling
Thu Mar 10 07:28:57 2022 | INFO  | showCurrentGroup                         | Group displayed
Thu Mar 10 07:28:57 2022 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {50,50,50}
Thu Mar 10 07:28:57 2022 | INFO  | drawRectangleToScreen                    | Filling
Thu Mar 10 07:28:57 2022 | INFO  | showCurrentGroup                         | Group displayed
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | PSP
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Current exec ready
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | free as a bird
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | free as a bird 2
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Executable set
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Setting logo, background and system
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Set
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Out
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | NINTENDO DS
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Current exec ready
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | free as a bird
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | free as a bird 2
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Executable set
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Setting logo, background and system
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Set
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Out
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | GAME BOY
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Current exec ready
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | free as a bird
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | free as a bird 2
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Executable set
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Setting logo, background and system
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Set
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Out
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | GAME BOY COLOR
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Current exec ready
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | free as a bird
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | free as a bird 2
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Executable set
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Setting logo, background and system
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Set
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Out
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | GAME BOY ADVANCE
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Current exec ready
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | free as a bird
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | free as a bird 2
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Executable set
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Setting logo, background and system
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Set
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Out
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | GAME & WATCH
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Current exec ready
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | free as a bird
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | free as a bird 2
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Executable set
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Setting logo, background and system
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Set
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Out
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | GAME GEAR
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Current exec ready
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | free as a bird
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | free as a bird 2
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Executable set
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Setting logo, background and system
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Set
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Out
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | ATARI LYNX
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Current exec ready
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | free as a bird
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | free as a bird 2
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Executable set
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Setting logo, background and system
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Loading system logo
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Loading system background
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Loading system picture
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Set
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Out
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | NEO GEO POCKET
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Current exec ready
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | free as a bird
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | free as a bird 2
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Executable set
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Setting logo, background and system
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Set
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Out
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | WONDERSWAN
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Current exec ready
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | free as a bird
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | free as a bird 2
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Executable set
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Setting logo, background and system
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Set
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Out
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | POKEMON MINI
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Current exec ready
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | free as a bird
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | free as a bird 2
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Executable set
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Setting logo, background and system
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Set
Thu Mar 10 07:28:57 2022 | INFO  | loadSections                             | Out
Thu Mar 10 07:28:58 2022 | INFO  | loadSections                             | SUPERVISION
Thu Mar 10 07:28:58 2022 | INFO  | loadSections                             | Current exec ready
Thu Mar 10 07:28:58 2022 | INFO  | loadSections                             | free as a bird
Thu Mar 10 07:28:58 2022 | INFO  | loadSections                             | free as a bird 2
Thu Mar 10 07:28:58 2022 | INFO  | loadSections                             | Executable set
Thu Mar 10 07:28:58 2022 | INFO  | loadSections                             | Setting logo, background and system
Thu Mar 10 07:28:58 2022 | INFO  | loadSections                             | Set
Thu Mar 10 07:28:58 2022 | INFO  | loadSections                             | Out
Thu Mar 10 07:28:58 2022 | INFO  | loadSections                             | Out 1
Thu Mar 10 07:28:58 2022 | INFO  | loadSections                             | Out2
Thu Mar 10 07:28:58 2022 | INFO  | loadSections                             | Out 3
Thu Mar 10 07:28:58 2022 | INFO  | loadSections                             | Out 4
Thu Mar 10 07:28:58 2022 | INFO  | initializeFonts                          | Fonts initialized
Thu Mar 10 07:28:58 2022 | INFO  | loadSections                             | Out 5
Thu Mar 10 07:28:58 2022 | INFO  | loadSections                             | Out 6
Thu Mar 10 07:28:58 2022 | INFO  | loadSections                             | Out 7
Thu Mar 10 07:28:58 2022 | INFO  | performGroupChoosingAction               | Loading system logo
Thu Mar 10 07:28:58 2022 | INFO  | performGroupChoosingAction               | Loading system background
Thu Mar 10 07:28:58 2022 | INFO  | loadGameList                             | PSP
Thu Mar 10 07:28:58 2022 | INFO  | loadGameList                             | Should we skip this?
Thu Mar 10 07:28:58 2022 | INFO  | loadGameList                             | No, loading game list
Thu Mar 10 07:28:58 2022 | INFO  | loadGameList                             | Scanning directory
Thu Mar 10 07:28:58 2022 | INFO  | loadGameList                             | Processing files
Thu Mar 10 07:28:58 2022 | INFO  | loadGameList                             | All files loaded
Thu Mar 10 07:28:58 2022 | INFO  | loadGameList                             | The list needs to be sorted
Thu Mar 10 07:28:58 2022 | INFO  | loadGameList                             | Finished
Thu Mar 10 07:28:58 2022 | ERROR | loadFavoritesSectionGameList             | Setting total pages
Thu Mar 10 07:28:58 2022 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Thu Mar 10 07:28:58 2022 | INFO  | drawRectangleToScreen                    | Filling
Thu Mar 10 07:28:58 2022 | INFO  | showConsole                              | Current console shown
Thu Mar 10 07:28:58 2022 | INFO  | theSectionHasGames                       | Directories /userdata/roms/nds/ 
Thu Mar 10 07:28:58 2022 | INFO  | theSectionHasGames                       | Looking at /userdata/roms/nds/
Thu Mar 10 07:28:58 2022 | INFO  | theSectionHasGames                       | Looking at (null)
Thu Mar 10 07:28:58 2022 | INFO  | theSectionHasGames                       | DirCounter is 1
Thu Mar 10 07:28:58 2022 | INFO  | theSectionHasGames                       | k is 0
Thu Mar 10 07:28:58 2022 | INFO  | theSectionHasGames                       | Directory /userdata/roms/nds/ has 3 files
Thu Mar 10 07:28:59 2022 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Thu Mar 10 07:28:59 2022 | INFO  | drawRectangleToScreen                    | Filling
Thu Mar 10 07:28:59 2022 | INFO  | showConsole                              | Current console shown
Thu Mar 10 07:28:59 2022 | INFO  | theSectionHasGames                       | Directories /userdata/roms/gb/ 
Thu Mar 10 07:28:59 2022 | INFO  | theSectionHasGames                       | Looking at /userdata/roms/gb/
Thu Mar 10 07:28:59 2022 | INFO  | theSectionHasGames                       | Looking at (null)
Thu Mar 10 07:28:59 2022 | INFO  | theSectionHasGames                       | DirCounter is 1
Thu Mar 10 07:28:59 2022 | INFO  | theSectionHasGames                       | k is 0
Thu Mar 10 07:28:59 2022 | INFO  | theSectionHasGames                       | Directory /userdata/roms/gb/ has 1749 files
Thu Mar 10 07:28:59 2022 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Thu Mar 10 07:28:59 2022 | INFO  | drawRectangleToScreen                    | Filling
Thu Mar 10 07:28:59 2022 | INFO  | showConsole                              | Current console shown
Thu Mar 10 07:28:59 2022 | INFO  | theSectionHasGames                       | Directories /userdata/roms/gbc/ 
Thu Mar 10 07:28:59 2022 | INFO  | theSectionHasGames                       | Looking at /userdata/roms/gbc/
Thu Mar 10 07:28:59 2022 | INFO  | theSectionHasGames                       | Looking at (null)
Thu Mar 10 07:28:59 2022 | INFO  | theSectionHasGames                       | DirCounter is 1
Thu Mar 10 07:28:59 2022 | INFO  | theSectionHasGames                       | k is 0
