Thu Jul  6 14:46:14 2023 | INFO  | loadConfig                               | Config loaded
Thu Jul  6 17:06:53 2023 | INFO  | drawRectangleToScreen                    | Filling
Thu Jul  6 17:06:53 2023 | INFO  | drawSettingsScreen                       | Next line 1
Thu Jul  6 17:06:53 2023 | INFO  | drawSettingsScreen                       | Next line 2
Thu Jul  6 17:06:53 2023 | INFO  | drawSettingsScreen                       | ---
Thu Jul  6 17:06:53 2023 | INFO  | drawSettingsScreen                       |  
Thu Jul  6 17:06:54 2023 | INFO  | drawSettingsScreen                       | Non-Chosen setting
Thu Jul  6 17:06:54 2023 | INFO  | drawSettingsScreen                       |  
Thu Jul  6 17:06:54 2023 | INFO  | drawSettingsScreen                       |  
Thu Jul  6 17:06:54 2023 | INFO  | drawSettingsScreen                       | Drawing rect
Thu Jul  6 17:06:54 2023 | INFO  | drawRectangleToScreen                    | 640 - 2 - 0 - 396 - {229,229,229}
Thu Jul  6 17:06:54 2023 | INFO  | drawRectangleToScreen                    | Filling
Thu Jul  6 17:06:54 2023 | INFO  | drawSettingsScreen                       | Next line 1
Thu Jul  6 17:06:54 2023 | INFO  | drawSettingsScreen                       | Next line 2
Thu Jul  6 17:06:54 2023 | INFO  | drawSettingsScreen                       | ---
Thu Jul  6 17:06:54 2023 | INFO  | drawSettingsScreen                       |  
Thu Jul  6 17:06:54 2023 | INFO  | drawSettingsScreen                       | Non-Chosen setting
Thu Jul  6 17:06:54 2023 | INFO  | drawSettingsScreen                       |  
Thu Jul  6 17:06:54 2023 | INFO  | drawSettingsScreen                       |  
Thu Jul  6 17:06:54 2023 | INFO  | drawSettingsScreen                       | Drawing rect
Thu Jul  6 17:06:54 2023 | INFO  | drawRectangleToScreen                    | 640 - 2 - 0 - 434 - {229,229,229}
Thu Jul  6 17:06:54 2023 | INFO  | drawRectangleToScreen                    | Filling
Thu Jul  6 17:06:54 2023 | INFO  | drawSettingsScreen                       | Next line 1
Thu Jul  6 17:06:54 2023 | INFO  | drawSettingsScreen                       | Next line 2
Thu Jul  6 17:06:54 2023 | INFO  | drawSettingsScreen                       | ---
Thu Jul  6 17:06:54 2023 | INFO  | drawSettingsScreen                       | Out of the loop
Thu Jul  6 17:06:54 2023 | INFO  | drawRectangleToScreen                    | 640 - 44 - 0 - 436 - {37,50,56}
Thu Jul  6 17:06:54 2023 | INFO  | drawRectangleToScreen                    | Filling
Thu Jul  6 17:06:54 2023 | INFO  | drawSettingsScreen                       | Drawing Footer
Thu Jul  6 17:06:54 2023 | INFO  | loadConfig                               | Config loaded
Thu Jul  6 17:06:54 2023 | INFO  | initializeDisplay                        | well...
Thu Jul  6 17:06:54 2023 | INFO  | initializeDisplay                        | maybe...
Thu Jul  6 17:06:54 2023 | INFO  | initializeDisplay                        | 640x480
Thu Jul  6 17:06:54 2023 | INFO  | initializeDisplay                        | Initialized Display
Thu Jul  6 17:06:54 2023 | INFO  | initializeFonts                          | Fonts initialized
Thu Jul  6 17:06:54 2023 | INFO  | initializeSettingsFonts                  | Initializing Settings Fonts
Thu Jul  6 17:06:54 2023 | INFO  | initializeSettingsFonts                  | Settings Fonts initialized
Thu Jul  6 17:06:54 2023 | INFO  | checkThemes                              | Themes checked
Thu Jul  6 17:06:54 2023 | INFO  | loadLastState                            | Last state loaded
Thu Jul  6 17:06:54 2023 | INFO  | HW_Init                                  | HW Initialized
Thu Jul  6 17:06:54 2023 | INFO  | initialSetup                             | Setting CPU to base
Thu Jul  6 17:06:54 2023 | ERROR | setCPU                                   | Error writting to file
Thu Jul  6 17:06:54 2023 | INFO  | setCPU                                   | CPU speed set: 1008000
Thu Jul  6 17:06:54 2023 | INFO  | setupKeys                                | Input successfully configured
Thu Jul  6 17:06:54 2023 | INFO  | setupJoystick                            | Joystick successfully configured
Thu Jul  6 17:06:54 2023 | INFO  | checkIfDefault                           | Default state checked
Thu Jul  6 17:06:54 2023 | INFO  | main                                     | Setup 2
Thu Jul  6 17:06:54 2023 | INFO  | initialSetup2                            | Loading theme
Thu Jul  6 17:06:54 2023 | INFO  | initialSetup2                            | Loading section groups
Thu Jul  6 17:06:54 2023 | INFO  | recursivelyScanDirectory                 | Entering
Thu Jul  6 17:06:54 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/
Thu Jul  6 17:06:54 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Thu Jul  6 17:06:54 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Thu Jul  6 17:06:54 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/consoles.png
Thu Jul  6 17:06:54 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Thu Jul  6 17:06:54 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Thu Jul  6 17:06:54 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/home computers.png
Thu Jul  6 17:06:54 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Thu Jul  6 17:06:54 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Thu Jul  6 17:06:54 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/arcades.png
Thu Jul  6 17:06:54 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Thu Jul  6 17:06:54 2023 | INFO  | recursivelyScanDirectory                 | It's a dir
Thu Jul  6 17:06:54 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Thu Jul  6 17:06:54 2023 | INFO  | recursivelyScanDirectory                 | It's a dir
Thu Jul  6 17:06:54 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Thu Jul  6 17:06:54 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Thu Jul  6 17:06:54 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/handhelds.ini
Thu Jul  6 17:06:54 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Thu Jul  6 17:06:54 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Thu Jul  6 17:06:54 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/home computers.ini
Thu Jul  6 17:06:54 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Thu Jul  6 17:06:54 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Thu Jul  6 17:06:54 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/apps and games.ini
Thu Jul  6 17:06:54 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Thu Jul  6 17:06:54 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Thu Jul  6 17:06:54 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/arcades.ini
Thu Jul  6 17:06:54 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Thu Jul  6 17:06:54 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Thu Jul  6 17:06:54 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/consoles.ini
Thu Jul  6 17:06:54 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Thu Jul  6 17:06:54 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Thu Jul  6 17:06:54 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/handhelds.png
Thu Jul  6 17:06:55 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Thu Jul  6 17:06:55 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Thu Jul  6 17:06:55 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/apps and games.png
Thu Jul  6 17:06:55 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Thu Jul  6 17:06:55 2023 | INFO  | recursivelyScanDirectory                 | No entry
Thu Jul  6 17:06:55 2023 | INFO  | loadSectionGroups                        | Loading group background
Thu Jul  6 17:06:55 2023 | INFO  | loadSectionGroups                        | Loading group background
Thu Jul  6 17:06:55 2023 | INFO  | loadSectionGroups                        | Loading group background
Thu Jul  6 17:06:55 2023 | INFO  | loadSectionGroups                        | Loading group background
Thu Jul  6 17:06:55 2023 | INFO  | loadSectionGroups                        | Loading group background
Thu Jul  6 17:06:55 2023 | INFO  | loadSectionGroups                        | Loaded section groups
Thu Jul  6 17:06:55 2023 | INFO  | initialSetup2                            | Loading sections
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | NINTENDO 64
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Current exec ready
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | free as a bird
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | free as a bird 2
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Executable set
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Setting logo, background and system
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Set
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Out
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | DREAMCAST
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Current exec ready
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | free as a bird
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | free as a bird 2
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Executable set
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Setting logo, background and system
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Set
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Out
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | ODYSSEY2
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Current exec ready
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | free as a bird
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | free as a bird 2
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Executable set
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Setting logo, background and system
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Set
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Out
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | NES
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Current exec ready
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | free as a bird
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | free as a bird 2
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Executable set
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Setting logo, background and system
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Set
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Out
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | FDS
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Current exec ready
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | free as a bird
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | free as a bird 2
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Executable set
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Setting logo, background and system
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Set
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Out
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | SNES
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Current exec ready
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | free as a bird
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | free as a bird 2
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Executable set
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Setting logo, background and system
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Set
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Out
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | MSU-1
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Current exec ready
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | free as a bird
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | free as a bird 2
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Executable set
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Setting logo, background and system
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Set
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Out
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | SGB
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Current exec ready
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | free as a bird
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | free as a bird 2
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Executable set
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Setting logo, background and system
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Set
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Out
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | VIRTUAL BOY
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Current exec ready
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | free as a bird
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | free as a bird 2
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Executable set
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Setting logo, background and system
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Set
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Out
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | SEGA SG-1000
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Current exec ready
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | free as a bird
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | free as a bird 2
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Executable set
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Setting logo, background and system
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Set
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Out
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | MASTER SYSTEM
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | Current exec ready
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | free as a bird
Thu Jul  6 17:06:55 2023 | INFO  | loadSections                             | free as a bird 2
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Executable set
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Setting logo, background and system
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Set
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Out
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | SEGA GENESIS
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Current exec ready
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | free as a bird
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | free as a bird 2
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Executable set
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Setting logo, background and system
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Set
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Out
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | SEGA CD
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Current exec ready
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | free as a bird
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | free as a bird 2
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Executable set
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Setting logo, background and system
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Set
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Out
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | SEGA 32X
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Current exec ready
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | free as a bird
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | free as a bird 2
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Executable set
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Setting logo, background and system
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Set
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Out
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | ATARI 2600
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Current exec ready
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | free as a bird
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | free as a bird 2
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Executable set
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Setting logo, background and system
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Set
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Out
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | ATARI 5200
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Current exec ready
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | free as a bird
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | free as a bird 2
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Executable set
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Setting logo, background and system
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Set
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Out
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | ATARI 7800
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Current exec ready
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | free as a bird
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | free as a bird 2
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Executable set
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Setting logo, background and system
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Set
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Out
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | INTELLIVISION
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Current exec ready
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | free as a bird
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | free as a bird 2
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Executable set
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Setting logo, background and system
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Set
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Out
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | NEO GEO CD
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Current exec ready
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | free as a bird
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | free as a bird 2
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Executable set
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Setting logo, background and system
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Loading system logo
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Loading system background
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Loading system picture
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Set
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Out
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | PC ENGINE
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Current exec ready
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | free as a bird
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | free as a bird 2
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Executable set
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Setting logo, background and system
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Set
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Out
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | PC ENGINE CD
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Current exec ready
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | free as a bird
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | free as a bird 2
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Executable set
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Setting logo, background and system
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Set
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Out
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | PLAYSTATION
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Current exec ready
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | free as a bird
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | free as a bird 2
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Executable set
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Setting logo, background and system
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Set
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Out
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Out 1
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Out2
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Out 3
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Out 4
Thu Jul  6 17:06:56 2023 | INFO  | initializeFonts                          | Fonts initialized
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Out 5
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Out 6
Thu Jul  6 17:06:56 2023 | INFO  | loadSections                             | Out 7
Thu Jul  6 17:06:56 2023 | INFO  | initialSetup2                            | Loading favorites
Thu Jul  6 17:06:56 2023 | INFO  | loadFavorites                            | Loaded favorites
Thu Jul  6 17:06:56 2023 | INFO  | initSuspendTimer                         | Suspend timer initialized
Thu Jul  6 17:06:56 2023 | INFO  | determineStartingScreen                  | Loading game list
Thu Jul  6 17:06:56 2023 | INFO  | loadGameList                             | NEO GEO CD
Thu Jul  6 17:06:56 2023 | INFO  | loadGameList                             | Should we skip this?
Thu Jul  6 17:06:56 2023 | INFO  | loadGameList                             | No, loading game list
Thu Jul  6 17:06:56 2023 | INFO  | loadGameList                             | Scanning directory
Thu Jul  6 17:06:56 2023 | INFO  | loadGameList                             | Processing files
Thu Jul  6 17:06:56 2023 | INFO  | loadGameList                             | All files loaded
Thu Jul  6 17:06:56 2023 | INFO  | loadGameList                             | Scanning directory
Thu Jul  6 17:06:56 2023 | ERROR | scanDirectory                            | /userdata/Roms/NEOCD/
Thu Jul  6 17:06:56 2023 | INFO  | loadGameList                             | Processing files
Thu Jul  6 17:06:56 2023 | INFO  | loadGameList                             | All files loaded
Thu Jul  6 17:06:56 2023 | INFO  | loadGameList                             | The list needs to be sorted
Thu Jul  6 17:06:56 2023 | INFO  | loadGameList                             | Finished
Thu Jul  6 17:06:56 2023 | ERROR | loadFavoritesSectionGameList             | Setting total pages
Thu Jul  6 17:06:56 2023 | INFO  | determineStartingScreen                  | Found starting screen
Thu Jul  6 17:06:56 2023 | INFO  | Battery                                  | getBatteryLevel
Thu Jul  6 17:06:56 2023 | INFO  | Battery                                  | Battery charge: 100
Thu Jul  6 17:06:56 2023 | INFO  | Battery                                  | Battery charging: 1
Thu Jul  6 17:06:56 2023 | INFO  | main                                     | Checking launch at boot
Thu Jul  6 17:06:56 2023 | INFO  | updateScreen                             | Menu mode
Thu Jul  6 17:06:56 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Thu Jul  6 17:06:56 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Thu Jul  6 17:06:56 2023 | INFO  | drawGameList                             | Game list - Done
Thu Jul  6 17:06:56 2023 | INFO  | setupDecorations                         | Decorations set
Thu Jul  6 17:06:57 2023 | INFO  | Battery                                  | getBatteryLevel
Thu Jul  6 17:06:57 2023 | INFO  | Battery                                  | Battery charge: 100
Thu Jul  6 17:06:57 2023 | INFO  | Battery                                  | Battery charging: 1
Thu Jul  6 17:06:57 2023 | INFO  | updateScreen                             | Menu mode
Thu Jul  6 17:06:57 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Thu Jul  6 17:06:57 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Thu Jul  6 17:06:57 2023 | INFO  | drawGameList                             | Game list - Done
Thu Jul  6 17:06:57 2023 | INFO  | setupDecorations                         | Decorations set
Thu Jul  6 17:06:57 2023 | INFO  | updateScreen                             | Menu mode
Thu Jul  6 17:06:57 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Thu Jul  6 17:06:57 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Thu Jul  6 17:06:57 2023 | INFO  | drawGameList                             | Game list - Done
Thu Jul  6 17:06:57 2023 | INFO  | setupDecorations                         | Decorations set
Thu Jul  6 17:06:58 2023 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Thu Jul  6 17:06:58 2023 | INFO  | drawRectangleToScreen                    | Filling
Thu Jul  6 17:06:58 2023 | INFO  | showConsole                              | Current console shown
Thu Jul  6 17:06:58 2023 | INFO  | theSectionHasGames                       | Directories /userdata/roms/pcengine/,/userdata/Roms/PCE/ 
Thu Jul  6 17:06:58 2023 | INFO  | theSectionHasGames                       | Looking at /userdata/roms/pcengine/
Thu Jul  6 17:06:58 2023 | INFO  | theSectionHasGames                       | Looking at /userdata/Roms/PCE/
Thu Jul  6 17:06:58 2023 | INFO  | theSectionHasGames                       | Looking at (null)
Thu Jul  6 17:06:58 2023 | INFO  | theSectionHasGames                       | DirCounter is 2
Thu Jul  6 17:06:58 2023 | INFO  | theSectionHasGames                       | k is 0
Thu Jul  6 17:06:58 2023 | INFO  | theSectionHasGames                       | Directory /userdata/roms/pcengine/ has 14 files
Thu Jul  6 17:06:58 2023 | INFO  | theSectionHasGames                       | k is 1
Thu Jul  6 17:06:58 2023 | ERROR | scanDirectory                            | /userdata/Roms/PCE/
Thu Jul  6 17:06:58 2023 | INFO  | theSectionHasGames                       | Directory /userdata/Roms/PCE/ has 0 files
Thu Jul  6 17:06:58 2023 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Thu Jul  6 17:06:58 2023 | INFO  | drawRectangleToScreen                    | Filling
Thu Jul  6 17:06:58 2023 | INFO  | showConsole                              | Current console shown
Thu Jul  6 17:06:59 2023 | INFO  | theSectionHasGames                       | Directories /userdata/roms/pcenginecd/,/userdata/Roms/PCECD/ 
Thu Jul  6 17:06:59 2023 | INFO  | theSectionHasGames                       | Looking at /userdata/roms/pcenginecd/
Thu Jul  6 17:06:59 2023 | INFO  | theSectionHasGames                       | Looking at /userdata/Roms/PCECD/
Thu Jul  6 17:06:59 2023 | INFO  | theSectionHasGames                       | Looking at (null)
Thu Jul  6 17:06:59 2023 | INFO  | theSectionHasGames                       | DirCounter is 2
Thu Jul  6 17:06:59 2023 | INFO  | theSectionHasGames                       | k is 0
Thu Jul  6 17:06:59 2023 | INFO  | theSectionHasGames                       | Directory /userdata/roms/pcenginecd/ has 2 files
Thu Jul  6 17:06:59 2023 | INFO  | theSectionHasGames                       | k is 1
